ticker,cik,filingDate,accessionNumber,source,wsc_a,wsc_b,wsc_c,wsc_d,wsc_e,wsc_f,qo_score,qo_reasoning,se_score,se_reasoning,cl_score,cl_reasoning,sa_score,sa_reasoning,hype_score,word_count,diag_se_ng_ratio,diag_se_burial_pct,diag_se_dem_hits,diag_se_hl_total,diag_se_pos_fact,diag_se_ext_blame,diag_se_d1,diag_se_d2,diag_se_d3,diag_se_d4,diag_se_d5,diag_se_d6,diag_cl_guidance_sents,diag_cl_guidance_density,diag_cl_strong_modal_count,diag_cl_weak_modal_count,diag_cl_modal_ratio,diag_cl_precision_count,diag_cl_unc_density,hype_v3,v3_reasoning,v3_c1_sa_attribution,v3_c2_qo_superlative,v3_c3_se_concealment,v3_c4_cl_guidance_strength,v3_c5_se_qualifier_asymmetry,v3_c6_qo_vague_positive,v3_c7_se_framing,v3_c8_cl_uncertainty
PLD,1045609,2019-07-16,0001564590-19-024994,exhibit,0.0,0.0,0.0,0.1346,0.0,0.0,0,"WSC[A]=0.000 (superlatives) → s_a=0/18 [bands: 0→0, ≤0.03→2, ≤0.08→6, ≤0.15→10, ≤0.22→14, >0.22→18]. WSC[B]=0.000 (vague positives) → s_b=0/7 [bands: 0→0, ≤0.05→2, ≤0.12→4, >0.12→7]. QO=0+0=0/25. Recalibrated (v2): wsc_a mean=0.165 → s_a=14; wsc_b median=0.158 → s_b=7.",20,Python D1-D6 scoring (deterministic; LLM disabled for speed). D1=3 (GAAP/nonGAAP position) D2=3 (density ratio) D3=2 (headline) D4=3 (burial) D5=0 (demotion) D6=2 (qualifier asymmetry). raw=13/30 → SE=round(raw×1.5)=20/25 (capped at 25). [Old formula raw×25/30 compressed range; new formula uses ×1.5 scaling],12,"Guidance sentences=3/104. Sub1 count=9/15 [g=3]. Sub2 modal=3/10 [strong=0, weak=1, ratio=0.00]. Sub3 ranges=0/5 [precision_count=0]. Sub4 uncertainty=0 [unc_density=0.010]. CL=9+3+0+(0)=12/25. [LM word-list method; Loughran & McDonald 2011]",0,"WSC[E]=0.000 (internal credit) → tier=0/22 [bands: 0→0, ≤0.02→4, ≤0.05→8, ≤0.10→13, ≤0.18→18, >0.18→22]. WSC[F]=0.000 (external blame) → modifier=+0 [f=0→+3, ≤0.02→+2, ≤0.05→+1, ≤0.10→0, ≤0.15→-2, >0.15→-5; e=0&f>0→-3, e=0&f=0→0]. SA=0+(0)=0/25. Calibrated: wsc_e mean=0.084 (29% zero), wsc_f mean=0.031 (49% zero). [Baginski et al. 2004 — causal attribution in earnings disclosures]",32,1927,0.5455,50,0,1,0,0,3,3,2,3,0,2,3,0.0288,0,1,0.0,0,0.0096,19,"v3rev3(8-criteria, OLS-ranked + 2x stress-test corrected): C1 SA-Attr=0/22 C2 QO-Super=0/18 C3 SE-Conceal=3/14 C4 CL-Guid=5/15(incl. modal-strength bonus) C5 SE-Qual=2/8 C6 QO-Vague=0/7 C7 SE-Frame=6/10 C8 CL-Uncertainty=+0. raw=16 x 1.1688 = 19/100. wsc_c/wsc_d and standalone wsc_f excluded (weak/near-zero in 1000-row OLS + live stress test).",0,0,3,5,2,0,6,0
GOOG,1652044,2023-07-25,0001652044-23-000067,exhibit,0.0181,0.1566,0.0,0.1988,0.1084,0.0,9,"WSC[A]=0.018 (superlatives) → s_a=2/18 [bands: 0→0, ≤0.03→2, ≤0.08→6, ≤0.15→10, ≤0.22→14, >0.22→18]. WSC[B]=0.157 (vague positives) → s_b=7/7 [bands: 0→0, ≤0.05→2, ≤0.12→4, >0.12→7]. QO=2+7=9/25. Recalibrated (v2): wsc_a mean=0.165 → s_a=14; wsc_b median=0.158 → s_b=7.",18,Python D1-D6 scoring (deterministic; LLM disabled for speed). D1=2 (GAAP/nonGAAP position) D2=3 (density ratio) D3=0 (headline) D4=1 (burial) D5=5 (demotion) D6=1 (qualifier asymmetry). raw=12/30 → SE=round(raw×1.5)=18/25 (capped at 25). [Old formula raw×25/30 compressed range; new formula uses ×1.5 scaling],8,"Guidance sentences=1/83. Sub1 count=4/15 [g=1]. Sub2 modal=5/10 [strong=0, weak=0, ratio=0.30]. Sub3 ranges=0/5 [precision_count=0]. Sub4 uncertainty=-1 [unc_density=0.024]. CL=4+5+0+(-1)=8/25. [LM word-list method; Loughran & McDonald 2011]",21,"WSC[E]=0.108 (internal credit) → tier=18/22 [bands: 0→0, ≤0.02→4, ≤0.05→8, ≤0.10→13, ≤0.18→18, >0.18→22]. WSC[F]=0.000 (external blame) → modifier=+3 [f=0→+3, ≤0.02→+2, ≤0.05→+1, ≤0.10→0, ≤0.15→-2, >0.15→-5; e=0&f>0→-3, e=0&f=0→0]. SA=18+(3)=21/25. Calibrated: wsc_e mean=0.084 (29% zero), wsc_f mean=0.031 (49% zero). [Baginski et al. 2004 — causal attribution in earnings disclosures]",56,2430,0.5506,0,12,0,0,2,2,3,0,1,5,1,1,0.012,0,0,0.3,0,0.0241,49,"v3rev3(8-criteria, OLS-ranked + 2x stress-test corrected): C1 SA-Attr=16/22 C2 QO-Super=5/18 C3 SE-Conceal=8/14 C4 CL-Guid=2/15(incl. modal-strength bonus) C5 SE-Qual=0/8 C6 QO-Vague=7/7 C7 SE-Frame=5/10 C8 CL-Uncertainty=-1. raw=42 x 1.1688 = 49/100. wsc_c/wsc_d and standalone wsc_f excluded (weak/near-zero in 1000-row OLS + live stress test).",16,5,8,2,0,7,5,-1
URI,1067701,2018-04-18,0001067701-18-000016,exhibit,0.0225,0.191,0.0,0.0674,0.0,0.0,9,"WSC[A]=0.022 (superlatives) → s_a=2/18 [bands: 0→0, ≤0.03→2, ≤0.08→6, ≤0.15→10, ≤0.22→14, >0.22→18]. WSC[B]=0.191 (vague positives) → s_b=7/7 [bands: 0→0, ≤0.05→2, ≤0.12→4, >0.12→7]. QO=2+7=9/25. Recalibrated (v2): wsc_a mean=0.165 → s_a=14; wsc_b median=0.158 → s_b=7.",18,Python D1-D6 scoring (deterministic; LLM disabled for speed). D1=1 (GAAP/nonGAAP position) D2=4 (density ratio) D3=0 (headline) D4=3 (burial) D5=2 (demotion) D6=2 (qualifier asymmetry). raw=12/30 → SE=round(raw×1.5)=18/25 (capped at 25). [Old formula raw×25/30 compressed range; new formula uses ×1.5 scaling],12,"Guidance sentences=3/89. Sub1 count=9/15 [g=3]. Sub2 modal=3/10 [strong=0, weak=2, ratio=0.00]. Sub3 ranges=0/5 [precision_count=0]. Sub4 uncertainty=0 [unc_density=0.011]. CL=9+3+0+(0)=12/25. [LM word-list method; Loughran & McDonald 2011]",0,"WSC[E]=0.000 (internal credit) → tier=0/22 [bands: 0→0, ≤0.02→4, ≤0.05→8, ≤0.10→13, ≤0.18→18, >0.18→22]. WSC[F]=0.000 (external blame) → modifier=+0 [f=0→+3, ≤0.02→+2, ≤0.05→+1, ≤0.10→0, ≤0.15→-2, >0.15→-5; e=0&f>0→-3, e=0&f=0→0]. SA=0+(0)=0/25. Calibrated: wsc_e mean=0.084 (29% zero), wsc_f mean=0.031 (49% zero). [Baginski et al. 2004 — causal attribution in earnings disclosures]",39,2912,0.6827,60,1,0,0,0,1,4,0,3,2,2,3,0.0337,0,2,0.0,0,0.0112,35,"v3rev3(8-criteria, OLS-ranked + 2x stress-test corrected): C1 SA-Attr=0/22 C2 QO-Super=5/18 C3 SE-Conceal=6/14 C4 CL-Guid=5/15(incl. modal-strength bonus) C5 SE-Qual=2/8 C6 QO-Vague=7/7 C7 SE-Frame=5/10 C8 CL-Uncertainty=+0. raw=30 x 1.1688 = 35/100. wsc_c/wsc_d and standalone wsc_f excluded (weak/near-zero in 1000-row OLS + live stress test).",0,5,6,5,2,7,5,0
FICO,814547,2025-02-04,0000814547-25-000007,exhibit,0.0,0.1455,0.0,0.1455,0.0,0.0,7,"WSC[A]=0.000 (superlatives) → s_a=0/18 [bands: 0→0, ≤0.03→2, ≤0.08→6, ≤0.15→10, ≤0.22→14, >0.22→18]. WSC[B]=0.145 (vague positives) → s_b=7/7 [bands: 0→0, ≤0.05→2, ≤0.12→4, >0.12→7]. QO=0+7=7/25. Recalibrated (v2): wsc_a mean=0.165 → s_a=14; wsc_b median=0.158 → s_b=7.",18,Python D1-D6 scoring (deterministic; LLM disabled for speed). D1=1 (GAAP/nonGAAP position) D2=2 (density ratio) D3=0 (headline) D4=3 (burial) D5=5 (demotion) D6=1 (qualifier asymmetry). raw=12/30 → SE=round(raw×1.5)=18/25 (capped at 25). [Old formula raw×25/30 compressed range; new formula uses ×1.5 scaling],0,"No guidance sentences detected (guidance verb + $ / % figure). CL=0: absence of forward guidance is a meaningful signal, not a floor. Uncertainty density=0.018. [LM word-list method; Loughran & McDonald 2011]",0,"WSC[E]=0.000 (internal credit) → tier=0/22 [bands: 0→0, ≤0.02→4, ≤0.05→8, ≤0.10→13, ≤0.18→18, >0.18→22]. WSC[F]=0.000 (external blame) → modifier=+0 [f=0→+3, ≤0.02→+2, ≤0.05→+1, ≤0.10→0, ≤0.15→-2, >0.15→-5; e=0&f>0→-3, e=0&f=0→0]. SA=0+(0)=0/25. Calibrated: wsc_e mean=0.084 (29% zero), wsc_f mean=0.031 (49% zero). [Baginski et al. 2004 — causal attribution in earnings disclosures]",25,1457,0.4343,50,20,0,2,0,1,2,0,3,5,1,0,0.0,0,0,0.3,0,0.0182,25,"v3rev3(8-criteria, OLS-ranked + 2x stress-test corrected): C1 SA-Attr=0/22 C2 QO-Super=0/18 C3 SE-Conceal=11/14 C4 CL-Guid=0/15(incl. modal-strength bonus) C5 SE-Qual=0/8 C6 QO-Vague=7/7 C7 SE-Frame=3/10 C8 CL-Uncertainty=+0. raw=21 x 1.1688 = 25/100. wsc_c/wsc_d and standalone wsc_f excluded (weak/near-zero in 1000-row OLS + live stress test).",0,0,11,0,0,7,3,0
BXP,1037540,2021-04-27,0001656423-21-000010,refetched_exhibit,0.0682,0.0682,0.0,0.0795,0.0,0.0,10,"WSC[A]=0.068 (superlatives) → s_a=6/18 [bands: 0→0, ≤0.03→2, ≤0.08→6, ≤0.15→10, ≤0.22→14, >0.22→18]. WSC[B]=0.068 (vague positives) → s_b=4/7 [bands: 0→0, ≤0.05→2, ≤0.12→4, >0.12→7]. QO=6+4=10/25. Recalibrated (v2): wsc_a mean=0.165 → s_a=14; wsc_b median=0.158 → s_b=7.",24,Python D1-D6 scoring (deterministic; LLM disabled for speed). D1=2 (GAAP/nonGAAP position) D2=2 (density ratio) D3=0 (headline) D4=5 (burial) D5=5 (demotion) D6=2 (qualifier asymmetry). raw=16/30 → SE=round(raw×1.5)=24/25 (capped at 25). [Old formula raw×25/30 compressed range; new formula uses ×1.5 scaling],0,"No guidance sentences detected (guidance verb + $ / % figure). CL=0: absence of forward guidance is a meaningful signal, not a floor. Uncertainty density=0.011. [LM word-list method; Loughran & McDonald 2011]",0,"WSC[E]=0.000 (internal credit) → tier=0/22 [bands: 0→0, ≤0.02→4, ≤0.05→8, ≤0.10→13, ≤0.18→18, >0.18→22]. WSC[F]=0.000 (external blame) → modifier=+0 [f=0→+3, ≤0.02→+2, ≤0.05→+1, ≤0.10→0, ≤0.15→-2, >0.15→-5; e=0&f>0→-3, e=0&f=0→0]. SA=0+(0)=0/25. Calibrated: wsc_e mean=0.084 (29% zero), wsc_f mean=0.031 (49% zero). [Baginski et al. 2004 — causal attribution in earnings disclosures]",34,3000,0.4,86,5,0,0,0,2,2,0,5,5,2,0,0.0,0,0,0.3,0,0.0114,39,"v3rev3(8-criteria, OLS-ranked + 2x stress-test corrected): C1 SA-Attr=0/22 C2 QO-Super=9/18 C3 SE-Conceal=14/14 C4 CL-Guid=0/15(incl. modal-strength bonus) C5 SE-Qual=2/8 C6 QO-Vague=4/7 C7 SE-Frame=4/10 C8 CL-Uncertainty=+0. raw=33 x 1.1688 = 39/100. wsc_c/wsc_d and standalone wsc_f excluded (weak/near-zero in 1000-row OLS + live stress test).",0,9,14,0,2,4,4,0
INTC,50863,2021-04-22,0000050863-21-000017,refetched_exhibit,0.2143,0.1429,0.0536,0.1518,0.1161,0.0,21,"WSC[A]=0.214 (superlatives) → s_a=14/18 [bands: 0→0, ≤0.03→2, ≤0.08→6, ≤0.15→10, ≤0.22→14, >0.22→18]. WSC[B]=0.143 (vague positives) → s_b=7/7 [bands: 0→0, ≤0.05→2, ≤0.12→4, >0.12→7]. QO=14+7=21/25. Recalibrated (v2): wsc_a mean=0.165 → s_a=14; wsc_b median=0.158 → s_b=7.",15,Python D1-D6 scoring (deterministic; LLM disabled for speed). D1=2 (GAAP/nonGAAP position) D2=1 (density ratio) D3=2 (headline) D4=2 (burial) D5=2 (demotion) D6=1 (qualifier asymmetry). raw=10/30 → SE=round(raw×1.5)=15/25 (capped at 25). [Old formula raw×25/30 compressed range; new formula uses ×1.5 scaling],11,"Guidance sentences=3/112. Sub1 count=9/15 [g=3]. Sub2 modal=5/10 [strong=0, weak=0, ratio=0.30]. Sub3 ranges=0/5 [precision_count=0]. Sub4 uncertainty=-3 [unc_density=0.125]. CL=9+5+0+(-3)=11/25. [LM word-list method; Loughran & McDonald 2011]",21,"WSC[E]=0.116 (internal credit) → tier=18/22 [bands: 0→0, ≤0.02→4, ≤0.05→8, ≤0.10→13, ≤0.18→18, >0.18→22]. WSC[F]=0.000 (external blame) → modifier=+3 [f=0→+3, ≤0.02→+2, ≤0.05→+1, ≤0.10→0, ≤0.15→-2, >0.15→-5; e=0&f>0→-3, e=0&f=0→0]. SA=18+(3)=21/25. Calibrated: wsc_e mean=0.084 (29% zero), wsc_f mean=0.031 (49% zero). [Baginski et al. 2004 — causal attribution in earnings disclosures]",68,3000,0.3409,33,1,2,0,6,2,1,2,2,2,1,3,0.0268,0,0,0.3,0,0.125,62,"v3rev3(8-criteria, OLS-ranked + 2x stress-test corrected): C1 SA-Attr=19/22 C2 QO-Super=16/18 C3 SE-Conceal=5/14 C4 CL-Guid=5/15(incl. modal-strength bonus) C5 SE-Qual=0/8 C6 QO-Vague=7/7 C7 SE-Frame=3/10 C8 CL-Uncertainty=-2. raw=53 x 1.1688 = 62/100. wsc_c/wsc_d and standalone wsc_f excluded (weak/near-zero in 1000-row OLS + live stress test).",19,16,5,5,0,7,3,-2
KR,56873,2023-06-15,0001104659-23-071412,exhibit,0.0,0.2841,0.0568,0.0795,0.1023,0.0795,7,"WSC[A]=0.000 (superlatives) → s_a=0/18 [bands: 0→0, ≤0.03→2, ≤0.08→6, ≤0.15→10, ≤0.22→14, >0.22→18]. WSC[B]=0.284 (vague positives) → s_b=7/7 [bands: 0→0, ≤0.05→2, ≤0.12→4, >0.12→7]. QO=0+7=7/25. Recalibrated (v2): wsc_a mean=0.165 → s_a=14; wsc_b median=0.158 → s_b=7.",25,Python D1-D6 scoring (deterministic; LLM disabled for speed). D1=5 (GAAP/nonGAAP position) D2=3 (density ratio) D3=2 (headline) D4=5 (burial) D5=3 (demotion) D6=4 (qualifier asymmetry). raw=22/30 → SE=round(raw×1.5)=25/25 (capped at 25). [Old formula raw×25/30 compressed range; new formula uses ×1.5 scaling],10,"Guidance sentences=1/88. Sub1 count=4/15 [g=1]. Sub2 modal=5/10 [strong=0, weak=0, ratio=0.30]. Sub3 ranges=2/5 [precision_count=1]. Sub4 uncertainty=-1 [unc_density=0.045]. CL=4+5+2+(-1)=10/25. [LM word-list method; Loughran & McDonald 2011]",18,"WSC[E]=0.102 (internal credit) → tier=18/22 [bands: 0→0, ≤0.02→4, ≤0.05→8, ≤0.10→13, ≤0.18→18, >0.18→22]. WSC[F]=0.080 (external blame) → modifier=+0 [f=0→+3, ≤0.02→+2, ≤0.05→+1, ≤0.10→0, ≤0.15→-2, >0.15→-5; e=0&f>0→-3, e=0&f=0→0]. SA=18+(0)=18/25. Calibrated: wsc_e mean=0.084 (29% zero), wsc_f mean=0.031 (49% zero). [Baginski et al. 2004 — causal attribution in earnings disclosures]",60,2352,0.6667,100,2,2,2,4,5,3,2,5,3,4,1,0.0114,0,0,0.3,1,0.0455,60,"v3rev3(8-criteria, OLS-ranked + 2x stress-test corrected): C1 SA-Attr=16/22 C2 QO-Super=0/18 C3 SE-Conceal=11/14 C4 CL-Guid=4/15(incl. modal-strength bonus) C5 SE-Qual=6/8 C6 QO-Vague=7/7 C7 SE-Frame=8/10 C8 CL-Uncertainty=-1. raw=51 x 1.1688 = 60/100. wsc_c/wsc_d and standalone wsc_f excluded (weak/near-zero in 1000-row OLS + live stress test).",16,0,11,4,6,7,8,-1
BALL,9389,2024-02-01,0000009389-24-000003,exhibit,0.1159,0.1951,0.0,0.2378,0.122,0.0915,17,"WSC[A]=0.116 (superlatives) → s_a=10/18 [bands: 0→0, ≤0.03→2, ≤0.08→6, ≤0.15→10, ≤0.22→14, >0.22→18]. WSC[B]=0.195 (vague positives) → s_b=7/7 [bands: 0→0, ≤0.05→2, ≤0.12→4, >0.12→7]. QO=10+7=17/25. Recalibrated (v2): wsc_a mean=0.165 → s_a=14; wsc_b median=0.158 → s_b=7.",9,Python D1-D6 scoring (deterministic; LLM disabled for speed). D1=1 (GAAP/nonGAAP position) D2=1 (density ratio) D3=0 (headline) D4=2 (burial) D5=0 (demotion) D6=2 (qualifier asymmetry). raw=6/30 → SE=round(raw×1.5)=9/25 (capped at 25). [Old formula raw×25/30 compressed range; new formula uses ×1.5 scaling],16,"Guidance sentences=3/82. Sub1 count=9/15 [g=3]. Sub2 modal=7/10 [strong=3, weak=7, ratio=0.30]. Sub3 ranges=2/5 [precision_count=1]. Sub4 uncertainty=-2 [unc_density=0.061]. CL=9+7+2+(-2)=16/25. [LM word-list method; Loughran & McDonald 2011]",18,"WSC[E]=0.122 (internal credit) → tier=18/22 [bands: 0→0, ≤0.02→4, ≤0.05→8, ≤0.10→13, ≤0.18→18, >0.18→22]. WSC[F]=0.091 (external blame) → modifier=+0 [f=0→+3, ≤0.02→+2, ≤0.05→+1, ≤0.10→0, ≤0.15→-2, >0.15→-5; e=0&f>0→-3, e=0&f=0→0]. SA=18+(0)=18/25. Calibrated: wsc_e mean=0.084 (29% zero), wsc_f mean=0.031 (49% zero). [Baginski et al. 2004 — causal attribution in earnings disclosures]",60,3000,0.3333,40,0,0,3,1,1,1,0,2,0,2,3,0.0366,3,7,0.3,1,0.061,60,"v3rev3(8-criteria, OLS-ranked + 2x stress-test corrected): C1 SA-Attr=19/22 C2 QO-Super=13/18 C3 SE-Conceal=2/14 C4 CL-Guid=8/15(incl. modal-strength bonus) C5 SE-Qual=2/8 C6 QO-Vague=7/7 C7 SE-Frame=2/10 C8 CL-Uncertainty=-2. raw=51 x 1.1688 = 60/100. wsc_c/wsc_d and standalone wsc_f excluded (weak/near-zero in 1000-row OLS + live stress test).",19,13,2,8,2,7,2,-2
MLM,916076,2018-11-06,0001564590-18-027408,exhibit,0.6296,0.5432,0.0741,0.1852,0.0,0.0741,25,"WSC[A]=0.630 (superlatives) → s_a=18/18 [bands: 0→0, ≤0.03→2, ≤0.08→6, ≤0.15→10, ≤0.22→14, >0.22→18]. WSC[B]=0.543 (vague positives) → s_b=7/7 [bands: 0→0, ≤0.05→2, ≤0.12→4, >0.12→7]. QO=18+7=25/25. Recalibrated (v2): wsc_a mean=0.165 → s_a=14; wsc_b median=0.158 → s_b=7.",21,Python D1-D6 scoring (deterministic; LLM disabled for speed). D1=5 (GAAP/nonGAAP position) D2=3 (density ratio) D3=0 (headline) D4=3 (burial) D5=2 (demotion) D6=1 (qualifier asymmetry). raw=14/30 → SE=round(raw×1.5)=21/25 (capped at 25). [Old formula raw×25/30 compressed range; new formula uses ×1.5 scaling],8,"Guidance sentences=1/81. Sub1 count=4/15 [g=1]. Sub2 modal=5/10 [strong=0, weak=0, ratio=0.30]. Sub3 ranges=0/5 [precision_count=0]. Sub4 uncertainty=-1 [unc_density=0.049]. CL=4+5+0+(-1)=8/25. [LM word-list method; Loughran & McDonald 2011]",0,"WSC[E]=0.000 (internal credit) → tier=0/22 [bands: 0→0, ≤0.02→4, ≤0.05→8, ≤0.10→13, ≤0.18→18, >0.18→22]. WSC[F]=0.074 (external blame) → modifier=-3 [f=0→+3, ≤0.02→+2, ≤0.05→+1, ≤0.10→0, ≤0.15→-2, >0.15→-5; e=0&f>0→-3, e=0&f=0→0]. SA=0+(-3)=0/25. Calibrated: wsc_e mean=0.084 (29% zero), wsc_f mean=0.031 (49% zero). [Baginski et al. 2004 — causal attribution in earnings disclosures]",54,2688,0.5556,60,1,0,2,0,5,3,0,3,2,1,1,0.0123,0,0,0.3,0,0.0494,46,"v3rev3(8-criteria, OLS-ranked + 2x stress-test corrected): C1 SA-Attr=0/22 C2 QO-Super=18/18 C3 SE-Conceal=6/14 C4 CL-Guid=2/15(incl. modal-strength bonus) C5 SE-Qual=0/8 C6 QO-Vague=7/7 C7 SE-Frame=8/10 C8 CL-Uncertainty=-2. raw=39 x 1.1688 = 46/100. wsc_c/wsc_d and standalone wsc_f excluded (weak/near-zero in 1000-row OLS + live stress test).",0,18,6,2,0,7,8,-2
EMR,32604,2021-05-05,0000032604-21-000015,exhibit,0.291,0.4328,0.0,0.1493,0.0597,0.0224,25,"WSC[A]=0.291 (superlatives) → s_a=18/18 [bands: 0→0, ≤0.03→2, ≤0.08→6, ≤0.15→10, ≤0.22→14, >0.22→18]. WSC[B]=0.433 (vague positives) → s_b=7/7 [bands: 0→0, ≤0.05→2, ≤0.12→4, >0.12→7]. QO=18+7=25/25. Recalibrated (v2): wsc_a mean=0.165 → s_a=14; wsc_b median=0.158 → s_b=7.",25,Python D1-D6 scoring (deterministic; LLM disabled for speed). D1=5 (GAAP/nonGAAP position) D2=5 (density ratio) D3=2 (headline) D4=3 (burial) D5=0 (demotion) D6=2 (qualifier asymmetry). raw=17/30 → SE=round(raw×1.5)=25/25 (capped at 25). [Old formula raw×25/30 compressed range; new formula uses ×1.5 scaling],7,"Guidance sentences=1/67. Sub1 count=4/15 [g=1]. Sub2 modal=3/10 [strong=0, weak=1, ratio=0.00]. Sub3 ranges=0/5 [precision_count=0]. Sub4 uncertainty=0 [unc_density=0.015]. CL=4+3+0+(0)=7/25. [LM word-list method; Loughran & McDonald 2011]",14,"WSC[E]=0.060 (internal credit) → tier=13/22 [bands: 0→0, ≤0.02→4, ≤0.05→8, ≤0.10→13, ≤0.18→18, >0.18→22]. WSC[F]=0.022 (external blame) → modifier=+1 [f=0→+3, ≤0.02→+2, ≤0.05→+1, ≤0.10→0, ≤0.15→-2, >0.15→-5; e=0&f>0→-3, e=0&f=0→0]. SA=13+(1)=14/25. Calibrated: wsc_e mean=0.084 (29% zero), wsc_f mean=0.031 (49% zero). [Baginski et al. 2004 — causal attribution in earnings disclosures]",71,1596,1.0,50,0,2,3,2,5,5,2,3,0,2,1,0.0149,0,1,0.0,0,0.0149,60,"v3rev3(8-criteria, OLS-ranked + 2x stress-test corrected): C1 SA-Attr=11/22 C2 QO-Super=16/18 C3 SE-Conceal=3/14 C4 CL-Guid=2/15(incl. modal-strength bonus) C5 SE-Qual=2/8 C6 QO-Vague=7/7 C7 SE-Frame=10/10 C8 CL-Uncertainty=+0. raw=51 x 1.1688 = 60/100. wsc_c/wsc_d and standalone wsc_f excluded (weak/near-zero in 1000-row OLS + live stress test).",11,16,3,2,2,7,10,0
ZBH,1136869,2023-02-03,0000950170-23-001740,exhibit,0.1173,0.1111,0.0864,0.1049,0.0926,0.0,14,"WSC[A]=0.117 (superlatives) → s_a=10/18 [bands: 0→0, ≤0.03→2, ≤0.08→6, ≤0.15→10, ≤0.22→14, >0.22→18]. WSC[B]=0.111 (vague positives) → s_b=4/7 [bands: 0→0, ≤0.05→2, ≤0.12→4, >0.12→7]. QO=10+4=14/25. Recalibrated (v2): wsc_a mean=0.165 → s_a=14; wsc_b median=0.158 → s_b=7.",22,Python D1-D6 scoring (deterministic; LLM disabled for speed). D1=3 (GAAP/nonGAAP position) D2=3 (density ratio) D3=0 (headline) D4=3 (burial) D5=5 (demotion) D6=1 (qualifier asymmetry). raw=15/30 → SE=round(raw×1.5)=22/25 (capped at 25). [Old formula raw×25/30 compressed range; new formula uses ×1.5 scaling],11,"Guidance sentences=2/81. Sub1 count=6/15 [g=2]. Sub2 modal=5/10 [strong=0, weak=0, ratio=0.30]. Sub3 ranges=0/5 [precision_count=0]. Sub4 uncertainty=0 [unc_density=0.012]. CL=6+5+0+(0)=11/25. [LM word-list method; Loughran & McDonald 2011]",16,"WSC[E]=0.093 (internal credit) → tier=13/22 [bands: 0→0, ≤0.02→4, ≤0.05→8, ≤0.10→13, ≤0.18→18, >0.18→22]. WSC[F]=0.000 (external blame) → modifier=+3 [f=0→+3, ≤0.02→+2, ≤0.05→+1, ≤0.10→0, ≤0.15→-2, >0.15→-5; e=0&f>0→-3, e=0&f=0→0]. SA=13+(3)=16/25. Calibrated: wsc_e mean=0.084 (29% zero), wsc_f mean=0.031 (49% zero). [Baginski et al. 2004 — causal attribution in earnings disclosures]",63,3000,0.5676,50,17,0,0,1,3,3,0,3,5,1,2,0.0247,0,0,0.3,0,0.0123,64,"v3rev3(8-criteria, OLS-ranked + 2x stress-test corrected): C1 SA-Attr=16/22 C2 QO-Super=13/18 C3 SE-Conceal=11/14 C4 CL-Guid=5/15(incl. modal-strength bonus) C5 SE-Qual=0/8 C6 QO-Vague=4/7 C7 SE-Frame=6/10 C8 CL-Uncertainty=+0. raw=55 x 1.1688 = 64/100. wsc_c/wsc_d and standalone wsc_f excluded (weak/near-zero in 1000-row OLS + live stress test).",16,13,11,5,0,4,6,0
T,732717,2022-04-21,0000732717-22-000038,exhibit,0.0,0.0462,0.0462,0.0154,0.0,0.0,2,"WSC[A]=0.000 (superlatives) → s_a=0/18 [bands: 0→0, ≤0.03→2, ≤0.08→6, ≤0.15→10, ≤0.22→14, >0.22→18]. WSC[B]=0.046 (vague positives) → s_b=2/7 [bands: 0→0, ≤0.05→2, ≤0.12→4, >0.12→7]. QO=0+2=2/25. Recalibrated (v2): wsc_a mean=0.165 → s_a=14; wsc_b median=0.158 → s_b=7.",24,Python D1-D6 scoring (deterministic; LLM disabled for speed). D1=2 (GAAP/nonGAAP position) D2=4 (density ratio) D3=2 (headline) D4=3 (burial) D5=4 (demotion) D6=1 (qualifier asymmetry). raw=16/30 → SE=round(raw×1.5)=24/25 (capped at 25). [Old formula raw×25/30 compressed range; new formula uses ×1.5 scaling],0,"No guidance sentences detected (guidance verb + $ / % figure). CL=0: absence of forward guidance is a meaningful signal, not a floor. Uncertainty density=0.000. [LM word-list method; Loughran & McDonald 2011]",0,"WSC[E]=0.000 (internal credit) → tier=0/22 [bands: 0→0, ≤0.02→4, ≤0.05→8, ≤0.10→13, ≤0.18→18, >0.18→22]. WSC[F]=0.000 (external blame) → modifier=+0 [f=0→+3, ≤0.02→+2, ≤0.05→+1, ≤0.10→0, ≤0.15→-2, >0.15→-5; e=0&f>0→-3, e=0&f=0→0]. SA=0+(0)=0/25. Calibrated: wsc_e mean=0.084 (29% zero), wsc_f mean=0.031 (49% zero). [Baginski et al. 2004 — causal attribution in earnings disclosures]",26,3000,0.7869,50,3,2,0,8,2,4,2,3,4,1,0,0.0,0,0,0.3,0,0.0,20,"v3rev3(8-criteria, OLS-ranked + 2x stress-test corrected): C1 SA-Attr=0/22 C2 QO-Super=0/18 C3 SE-Conceal=9/14 C4 CL-Guid=0/15(incl. modal-strength bonus) C5 SE-Qual=0/8 C6 QO-Vague=2/7 C7 SE-Frame=6/10 C8 CL-Uncertainty=+0. raw=17 x 1.1688 = 20/100. wsc_c/wsc_d and standalone wsc_f excluded (weak/near-zero in 1000-row OLS + live stress test).",0,0,9,0,0,2,6,0
